categoria,paciente_endereco_uf,Dias até vacinar,count
Povos e Comunidades Tradicionais,PB,28.0,1
Povos e Comunidades Tradicionais,PB,44.0,34
Povos e Comunidades Tradicionais,PB,51.0,1
Povos e Comunidades Tradicionais,PB,61.0,2
Povos e Comunidades Tradicionais,PB,64.0,5
Povos e Comunidades Tradicionais,PB,65.0,7
Povos e Comunidades Tradicionais,PB,66.0,8
Povos e Comunidades Tradicionais,PB,67.0,8
Povos e Comunidades Tradicionais,PB,68.0,5
Povos e Comunidades Tradicionais,PB,69.0,5
Povos e Comunidades Tradicionais,PB,71.0,13
Povos e Comunidades Tradicionais,PB,72.0,8
Povos e Comunidades Tradicionais,PB,73.0,3
Povos e Comunidades Tradicionais,PB,74.0,1
Povos e Comunidades Tradicionais,PB,78.0,3
Povos e Comunidades Tradicionais,PB,79.0,7
Povos e Comunidades Tradicionais,PB,80.0,9
Povos e Comunidades Tradicionais,PB,81.0,9
Povos e Comunidades Tradicionais,PB,82.0,11
Povos e Comunidades Tradicionais,PB,83.0,29
Povos e Comunidades Tradicionais,PB,84.0,1
Povos e Comunidades Tradicionais,PB,85.0,14
Povos e Comunidades Tradicionais,PB,86.0,252
Povos e Comunidades Tradicionais,PB,87.0,101
Povos e Comunidades Tradicionais,PB,88.0,71
Povos e Comunidades Tradicionais,PB,89.0,77
Povos e Comunidades Tradicionais,PB,90.0,174
Povos e Comunidades Tradicionais,PB,92.0,114
Povos e Comunidades Tradicionais,PB,93.0,134
Povos e Comunidades Tradicionais,PB,94.0,139
Povos e Comunidades Tradicionais,PB,95.0,715
Povos e Comunidades Tradicionais,PB,96.0,97
Povos e Comunidades Tradicionais,PB,97.0,40
Povos e Comunidades Tradicionais,PB,99.0,504
Povos e Comunidades Tradicionais,PB,100.0,283
Povos e Comunidades Tradicionais,PB,101.0,251
Povos e Comunidades Tradicionais,PB,102.0,174
Povos e Comunidades Tradicionais,PB,103.0,148
Povos e Comunidades Tradicionais,PB,104.0,1
Povos e Comunidades Tradicionais,PB,106.0,59
Povos e Comunidades Tradicionais,PB,107.0,470
Povos e Comunidades Tradicionais,PB,108.0,413
Povos e Comunidades Tradicionais,PB,109.0,47
Povos e Comunidades Tradicionais,PB,110.0,61
Povos e Comunidades Tradicionais,PB,111.0,57
Povos e Comunidades Tradicionais,PB,113.0,48
Povos e Comunidades Tradicionais,PB,114.0,109
Povos e Comunidades Tradicionais,PB,115.0,307
Povos e Comunidades Tradicionais,PB,116.0,83
Povos e Comunidades Tradicionais,PB,117.0,31
Povos e Comunidades Tradicionais,PB,118.0,86
Povos e Comunidades Tradicionais,PB,120.0,100
Povos e Comunidades Tradicionais,PB,121.0,79
Povos e Comunidades Tradicionais,PB,122.0,88
Povos e Comunidades Tradicionais,PB,123.0,77
Povos e Comunidades Tradicionais,PB,124.0,71
Povos e Comunidades Tradicionais,PB,125.0,8
Povos e Comunidades Tradicionais,PB,127.0,76
Povos e Comunidades Tradicionais,PB,128.0,46
Povos e Comunidades Tradicionais,PB,129.0,22
Povos e Comunidades Tradicionais,PB,130.0,25
Povos e Comunidades Tradicionais,PB,131.0,9
Povos e Comunidades Tradicionais,PB,132.0,1
Povos e Comunidades Tradicionais,PB,134.0,7
Povos e Comunidades Tradicionais,PB,135.0,5
Povos e Comunidades Tradicionais,PB,136.0,59
Povos e Comunidades Tradicionais,PB,137.0,5
Povos e Comunidades Tradicionais,PB,138.0,73
Povos e Comunidades Tradicionais,PB,139.0,26
Povos e Comunidades Tradicionais,PB,140.0,1
Povos e Comunidades Tradicionais,PB,141.0,72
Povos e Comunidades Tradicionais,PB,142.0,46
Povos e Comunidades Tradicionais,PB,143.0,109
Povos e Comunidades Tradicionais,PB,144.0,132
Povos e Comunidades Tradicionais,PB,145.0,89
Povos e Comunidades Tradicionais,PB,148.0,39
Povos e Comunidades Tradicionais,PB,149.0,63
Povos e Comunidades Tradicionais,PB,150.0,41
Povos e Comunidades Tradicionais,PB,151.0,71
Povos e Comunidades Tradicionais,PB,152.0,30
Povos e Comunidades Tradicionais,PB,155.0,7
Povos e Comunidades Tradicionais,PB,156.0,13
Povos e Comunidades Tradicionais,PB,157.0,7
Povos e Comunidades Tradicionais,PE,4.0,1
Povos e Comunidades Tradicionais,PE,8.0,1
Povos e Comunidades Tradicionais,PE,12.0,2
Povos e Comunidades Tradicionais,PE,13.0,1
Povos e Comunidades Tradicionais,PE,14.0,4
Povos e Comunidades Tradicionais,PE,15.0,1
Povos e Comunidades Tradicionais,PE,17.0,1
Povos e Comunidades Tradicionais,PE,19.0,1
Povos e Comunidades Tradicionais,PE,21.0,3
Povos e Comunidades Tradicionais,PE,22.0,1
Povos e Comunidades Tradicionais,PE,24.0,1
Povos e Comunidades Tradicionais,PE,25.0,2
Povos e Comunidades Tradicionais,PE,30.0,1
Povos e Comunidades Tradicionais,PE,32.0,1
Povos e Comunidades Tradicionais,PE,33.0,1
Povos e Comunidades Tradicionais,PE,34.0,3
Povos e Comunidades Tradicionais,PE,35.0,1
Povos e Comunidades Tradicionais,PE,37.0,2
Povos e Comunidades Tradicionais,PE,38.0,1
Povos e Comunidades Tradicionais,PE,39.0,3
Povos e Comunidades Tradicionais,PE,40.0,3
Povos e Comunidades Tradicionais,PE,41.0,1
Povos e Comunidades Tradicionais,PE,43.0,1
Povos e Comunidades Tradicionais,PE,44.0,1
Povos e Comunidades Tradicionais,PE,45.0,3
Povos e Comunidades Tradicionais,PE,47.0,3
Povos e Comunidades Tradicionais,PE,50.0,13
Povos e Comunidades Tradicionais,PE,51.0,2
Povos e Comunidades Tradicionais,PE,56.0,1
Povos e Comunidades Tradicionais,PE,58.0,1
Povos e Comunidades Tradicionais,PE,61.0,13
Povos e Comunidades Tradicionais,PE,62.0,2
Povos e Comunidades Tradicionais,PE,63.0,2
Povos e Comunidades Tradicionais,PE,64.0,98
Povos e Comunidades Tradicionais,PE,65.0,864
Povos e Comunidades Tradicionais,PE,66.0,2064
Povos e Comunidades Tradicionais,PE,67.0,2705
Povos e Comunidades Tradicionais,PE,68.0,1806
Povos e Comunidades Tradicionais,PE,69.0,427
Povos e Comunidades Tradicionais,PE,70.0,146
Povos e Comunidades Tradicionais,PE,71.0,2092
Povos e Comunidades Tradicionais,PE,72.0,3483
Povos e Comunidades Tradicionais,PE,73.0,2669
Povos e Comunidades Tradicionais,PE,74.0,525
Povos e Comunidades Tradicionais,PE,76.0,353
Povos e Comunidades Tradicionais,PE,77.0,3
Povos e Comunidades Tradicionais,PE,78.0,1136
Povos e Comunidades Tradicionais,PE,79.0,1810
Povos e Comunidades Tradicionais,PE,80.0,2457
Povos e Comunidades Tradicionais,PE,81.0,1330
Povos e Comunidades Tradicionais,PE,82.0,748
Povos e Comunidades Tradicionais,PE,83.0,482
Povos e Comunidades Tradicionais,PE,84.0,2
Povos e Comunidades Tradicionais,PE,85.0,510
Povos e Comunidades Tradicionais,PE,86.0,312
Povos e Comunidades Tradicionais,PE,87.0,565
Povos e Comunidades Tradicionais,PE,88.0,577
Povos e Comunidades Tradicionais,PE,89.0,311
Povos e Comunidades Tradicionais,PE,90.0,341
Povos e Comunidades Tradicionais,PE,91.0,1
Povos e Comunidades Tradicionais,PE,92.0,165
Povos e Comunidades Tradicionais,PE,93.0,569
Povos e Comunidades Tradicionais,PE,94.0,33
Povos e Comunidades Tradicionais,PE,95.0,476
Povos e Comunidades Tradicionais,PE,96.0,379
Povos e Comunidades Tradicionais,PE,97.0,457
Povos e Comunidades Tradicionais,PE,98.0,3
Povos e Comunidades Tradicionais,PE,99.0,210
Povos e Comunidades Tradicionais,PE,100.0,414
Povos e Comunidades Tradicionais,PE,101.0,550
Povos e Comunidades Tradicionais,PE,102.0,744
Povos e Comunidades Tradicionais,PE,103.0,169
Povos e Comunidades Tradicionais,PE,104.0,51
Povos e Comunidades Tradicionais,PE,106.0,262
Povos e Comunidades Tradicionais,PE,107.0,1379
Povos e Comunidades Tradicionais,PE,108.0,88
Povos e Comunidades Tradicionais,PE,109.0,405
Povos e Comunidades Tradicionais,PE,110.0,196
Povos e Comunidades Tradicionais,PE,111.0,83
Povos e Comunidades Tradicionais,PE,112.0,1
Povos e Comunidades Tradicionais,PE,113.0,105
Povos e Comunidades Tradicionais,PE,114.0,129
Povos e Comunidades Tradicionais,PE,115.0,183
Povos e Comunidades Tradicionais,PE,116.0,233
Povos e Comunidades Tradicionais,PE,117.0,365
Povos e Comunidades Tradicionais,PE,118.0,153
Povos e Comunidades Tradicionais,PE,119.0,77
Povos e Comunidades Tradicionais,PE,120.0,105
Povos e Comunidades Tradicionais,PE,121.0,63
Povos e Comunidades Tradicionais,PE,122.0,90
Povos e Comunidades Tradicionais,PE,123.0,38
Povos e Comunidades Tradicionais,PE,124.0,183
Povos e Comunidades Tradicionais,PE,125.0,15
Povos e Comunidades Tradicionais,PE,126.0,24
Povos e Comunidades Tradicionais,PE,127.0,225
Povos e Comunidades Tradicionais,PE,128.0,439
Povos e Comunidades Tradicionais,PE,129.0,403
Povos e Comunidades Tradicionais,PE,130.0,32
Povos e Comunidades Tradicionais,PE,131.0,60
Povos e Comunidades Tradicionais,PE,132.0,70
Povos e Comunidades Tradicionais,PE,133.0,26
Povos e Comunidades Tradicionais,PE,134.0,164
Povos e Comunidades Tradicionais,PE,135.0,136
Povos e Comunidades Tradicionais,PE,136.0,45
Povos e Comunidades Tradicionais,PE,137.0,5
Povos e Comunidades Tradicionais,PE,138.0,26
Povos e Comunidades Tradicionais,PE,139.0,2
Povos e Comunidades Tradicionais,PE,141.0,56
Povos e Comunidades Tradicionais,PE,142.0,22
Povos e Comunidades Tradicionais,PE,143.0,12
Povos e Comunidades Tradicionais,PE,144.0,29
Povos e Comunidades Tradicionais,PE,145.0,24
Povos e Comunidades Tradicionais,PE,146.0,70
Povos e Comunidades Tradicionais,PE,147.0,1
Povos e Comunidades Tradicionais,PE,148.0,410
Povos e Comunidades Tradicionais,PE,149.0,756
Povos e Comunidades Tradicionais,PE,150.0,774
Povos e Comunidades Tradicionais,PE,151.0,708
Povos e Comunidades Tradicionais,PE,152.0,126
Povos e Comunidades Tradicionais,PE,153.0,197
Povos e Comunidades Tradicionais,PE,154.0,171
Povos e Comunidades Tradicionais,PE,155.0,351
Povos e Comunidades Tradicionais,PE,156.0,663
Povos e Comunidades Tradicionais,PE,157.0,246
Povos e Comunidades Tradicionais,PI,3.0,1
Povos e Comunidades Tradicionais,PI,16.0,1
Povos e Comunidades Tradicionais,PI,18.0,1
Povos e Comunidades Tradicionais,PI,20.0,2
Povos e Comunidades Tradicionais,PI,23.0,1
Povos e Comunidades Tradicionais,PI,26.0,1
Povos e Comunidades Tradicionais,PI,29.0,4
Povos e Comunidades Tradicionais,PI,32.0,3
Povos e Comunidades Tradicionais,PI,40.0,2
Povos e Comunidades Tradicionais,PI,41.0,1
Povos e Comunidades Tradicionais,PI,46.0,4
Povos e Comunidades Tradicionais,PI,51.0,1
Povos e Comunidades Tradicionais,PI,53.0,1
Povos e Comunidades Tradicionais,PI,55.0,1
Povos e Comunidades Tradicionais,PI,61.0,1
Povos e Comunidades Tradicionais,PI,62.0,4
Povos e Comunidades Tradicionais,PI,63.0,2
Povos e Comunidades Tradicionais,PI,65.0,247
Povos e Comunidades Tradicionais,PI,66.0,288
Povos e Comunidades Tradicionais,PI,67.0,574
Povos e Comunidades Tradicionais,PI,68.0,789
Povos e Comunidades Tradicionais,PI,69.0,279
Povos e Comunidades Tradicionais,PI,70.0,86
Povos e Comunidades Tradicionais,PI,71.0,783
Povos e Comunidades Tradicionais,PI,72.0,2499
Povos e Comunidades Tradicionais,PI,73.0,2638
Povos e Comunidades Tradicionais,PI,74.0,492
Povos e Comunidades Tradicionais,PI,75.0,1
Povos e Comunidades Tradicionais,PI,76.0,206
Povos e Comunidades Tradicionais,PI,77.0,363
Povos e Comunidades Tradicionais,PI,78.0,302
Povos e Comunidades Tradicionais,PI,79.0,724
Povos e Comunidades Tradicionais,PI,80.0,334
Povos e Comunidades Tradicionais,PI,81.0,531
Povos e Comunidades Tradicionais,PI,82.0,231
Povos e Comunidades Tradicionais,PI,83.0,216
Povos e Comunidades Tradicionais,PI,84.0,121
Povos e Comunidades Tradicionais,PI,85.0,103
Povos e Comunidades Tradicionais,PI,86.0,49
Povos e Comunidades Tradicionais,PI,87.0,160
Povos e Comunidades Tradicionais,PI,88.0,52
Povos e Comunidades Tradicionais,PI,89.0,467
Povos e Comunidades Tradicionais,PI,90.0,558
Povos e Comunidades Tradicionais,PI,92.0,122
Povos e Comunidades Tradicionais,PI,93.0,128
Povos e Comunidades Tradicionais,PI,94.0,6
Povos e Comunidades Tradicionais,PI,95.0,5
Povos e Comunidades Tradicionais,PI,96.0,13
Povos e Comunidades Tradicionais,PI,98.0,15
Povos e Comunidades Tradicionais,PI,99.0,41
Povos e Comunidades Tradicionais,PI,100.0,53
Povos e Comunidades Tradicionais,PI,101.0,21
Povos e Comunidades Tradicionais,PI,102.0,7
Povos e Comunidades Tradicionais,PI,103.0,59
Povos e Comunidades Tradicionais,PI,105.0,1
Povos e Comunidades Tradicionais,PI,106.0,54
Povos e Comunidades Tradicionais,PI,107.0,4
Povos e Comunidades Tradicionais,PI,108.0,99
Povos e Comunidades Tradicionais,PI,109.0,16
Povos e Comunidades Tradicionais,PI,110.0,5
Povos e Comunidades Tradicionais,PI,113.0,8
Povos e Comunidades Tradicionais,PI,114.0,22
Povos e Comunidades Tradicionais,PI,115.0,36
Povos e Comunidades Tradicionais,PI,116.0,1
Povos e Comunidades Tradicionais,PI,117.0,99
Povos e Comunidades Tradicionais,PI,118.0,3
Povos e Comunidades Tradicionais,PI,120.0,29
Povos e Comunidades Tradicionais,PI,121.0,6
Povos e Comunidades Tradicionais,PI,122.0,57
Povos e Comunidades Tradicionais,PI,123.0,58
Povos e Comunidades Tradicionais,PI,124.0,306
Povos e Comunidades Tradicionais,PI,126.0,12
Povos e Comunidades Tradicionais,PI,127.0,17
Povos e Comunidades Tradicionais,PI,128.0,14
Povos e Comunidades Tradicionais,PI,129.0,5
Povos e Comunidades Tradicionais,PI,130.0,11
Povos e Comunidades Tradicionais,PI,131.0,9
Povos e Comunidades Tradicionais,PI,133.0,9
Povos e Comunidades Tradicionais,PI,134.0,192
Povos e Comunidades Tradicionais,PI,135.0,308
Povos e Comunidades Tradicionais,PI,136.0,262
Povos e Comunidades Tradicionais,PI,137.0,227
Povos e Comunidades Tradicionais,PI,138.0,137
Povos e Comunidades Tradicionais,PI,139.0,2
Povos e Comunidades Tradicionais,PI,141.0,12
Povos e Comunidades Tradicionais,PI,142.0,18
Povos e Comunidades Tradicionais,PI,143.0,5
Povos e Comunidades Tradicionais,PI,144.0,24
Povos e Comunidades Tradicionais,PI,145.0,375
Povos e Comunidades Tradicionais,PI,147.0,2
Povos e Comunidades Tradicionais,PI,148.0,122
Povos e Comunidades Tradicionais,PI,149.0,135
Povos e Comunidades Tradicionais,PI,150.0,226
Povos e Comunidades Tradicionais,PI,151.0,104
Povos e Comunidades Tradicionais,PI,152.0,128
Povos e Comunidades Tradicionais,PI,153.0,278
Povos e Comunidades Tradicionais,PI,154.0,310
Povos e Comunidades Tradicionais,PI,155.0,40
Povos e Comunidades Tradicionais,PI,156.0,205
Povos e Comunidades Tradicionais,PI,157.0,280
Povos e Comunidades Tradicionais,PI,158.0,9
Povos e Comunidades Tradicionais,PR,3.0,1
Povos e Comunidades Tradicionais,PR,4.0,2
Povos e Comunidades Tradicionais,PR,5.0,1
Povos e Comunidades Tradicionais,PR,6.0,2
Povos e Comunidades Tradicionais,PR,9.0,1
Povos e Comunidades Tradicionais,PR,12.0,1
Povos e Comunidades Tradicionais,PR,13.0,15
Povos e Comunidades Tradicionais,PR,15.0,3
Povos e Comunidades Tradicionais,PR,16.0,2
Povos e Comunidades Tradicionais,PR,18.0,5
Povos e Comunidades Tradicionais,PR,19.0,12
Povos e Comunidades Tradicionais,PR,20.0,2
Povos e Comunidades Tradicionais,PR,22.0,16
Povos e Comunidades Tradicionais,PR,24.0,5
Povos e Comunidades Tradicionais,PR,25.0,24
Povos e Comunidades Tradicionais,PR,26.0,18
Povos e Comunidades Tradicionais,PR,27.0,1
Povos e Comunidades Tradicionais,PR,28.0,1
Povos e Comunidades Tradicionais,PR,29.0,6
Povos e Comunidades Tradicionais,PR,30.0,2
Povos e Comunidades Tradicionais,PR,31.0,2
Povos e Comunidades Tradicionais,PR,32.0,4
Povos e Comunidades Tradicionais,PR,33.0,6
Povos e Comunidades Tradicionais,PR,36.0,6
Povos e Comunidades Tradicionais,PR,37.0,9
Povos e Comunidades Tradicionais,PR,38.0,1
Povos e Comunidades Tradicionais,PR,39.0,12
Povos e Comunidades Tradicionais,PR,40.0,49
Povos e Comunidades Tradicionais,PR,41.0,2
Povos e Comunidades Tradicionais,PR,43.0,3
Povos e Comunidades Tradicionais,PR,44.0,1
Povos e Comunidades Tradicionais,PR,46.0,2
Povos e Comunidades Tradicionais,PR,47.0,2
Povos e Comunidades Tradicionais,PR,50.0,1
Povos e Comunidades Tradicionais,PR,51.0,3
Povos e Comunidades Tradicionais,PR,52.0,1
Povos e Comunidades Tradicionais,PR,53.0,1
Povos e Comunidades Tradicionais,PR,54.0,15
Povos e Comunidades Tradicionais,PR,58.0,1
Povos e Comunidades Tradicionais,PR,59.0,4
Povos e Comunidades Tradicionais,PR,61.0,6
Povos e Comunidades Tradicionais,PR,62.0,2
Povos e Comunidades Tradicionais,PR,64.0,1
Povos e Comunidades Tradicionais,PR,65.0,5
Povos e Comunidades Tradicionais,PR,66.0,3
Povos e Comunidades Tradicionais,PR,67.0,361
Povos e Comunidades Tradicionais,PR,68.0,328
Povos e Comunidades Tradicionais,PR,69.0,202
Povos e Comunidades Tradicionais,PR,70.0,2
Povos e Comunidades Tradicionais,PR,71.0,159
Povos e Comunidades Tradicionais,PR,72.0,351
Povos e Comunidades Tradicionais,PR,73.0,457
Povos e Comunidades Tradicionais,PR,74.0,468
Povos e Comunidades Tradicionais,PR,75.0,1
Povos e Comunidades Tradicionais,PR,76.0,20
Povos e Comunidades Tradicionais,PR,78.0,269
Povos e Comunidades Tradicionais,PR,79.0,238
Povos e Comunidades Tradicionais,PR,80.0,225
Povos e Comunidades Tradicionais,PR,81.0,389
Povos e Comunidades Tradicionais,PR,82.0,50
Povos e Comunidades Tradicionais,PR,83.0,34
Povos e Comunidades Tradicionais,PR,84.0,151
Povos e Comunidades Tradicionais,PR,85.0,26
Povos e Comunidades Tradicionais,PR,86.0,155
Povos e Comunidades Tradicionais,PR,87.0,68
Povos e Comunidades Tradicionais,PR,88.0,10
Povos e Comunidades Tradicionais,PR,89.0,145
Povos e Comunidades Tradicionais,PR,90.0,100
Povos e Comunidades Tradicionais,PR,92.0,16
Povos e Comunidades Tradicionais,PR,93.0,55
Povos e Comunidades Tradicionais,PR,94.0,77
Povos e Comunidades Tradicionais,PR,95.0,36
Povos e Comunidades Tradicionais,PR,96.0,70
Povos e Comunidades Tradicionais,PR,97.0,3
Povos e Comunidades Tradicionais,PR,98.0,1
Povos e Comunidades Tradicionais,PR,99.0,47
Povos e Comunidades Tradicionais,PR,100.0,9
Povos e Comunidades Tradicionais,PR,101.0,4
Povos e Comunidades Tradicionais,PR,102.0,38
Povos e Comunidades Tradicionais,PR,103.0,13
Povos e Comunidades Tradicionais,PR,104.0,5
Povos e Comunidades Tradicionais,PR,106.0,49
Povos e Comunidades Tradicionais,PR,107.0,16
Povos e Comunidades Tradicionais,PR,108.0,8
Povos e Comunidades Tradicionais,PR,109.0,14
Povos e Comunidades Tradicionais,PR,110.0,7
Povos e Comunidades Tradicionais,PR,111.0,1
Povos e Comunidades Tradicionais,PR,113.0,6
Povos e Comunidades Tradicionais,PR,114.0,6
Povos e Comunidades Tradicionais,PR,115.0,10
Povos e Comunidades Tradicionais,PR,116.0,4
Povos e Comunidades Tradicionais,PR,117.0,9
Povos e Comunidades Tradicionais,PR,118.0,1
Povos e Comunidades Tradicionais,PR,120.0,11
Povos e Comunidades Tradicionais,PR,121.0,9
Povos e Comunidades Tradicionais,PR,122.0,7
Povos e Comunidades Tradicionais,PR,123.0,32
Povos e Comunidades Tradicionais,PR,124.0,10
Povos e Comunidades Tradicionais,PR,125.0,3
Povos e Comunidades Tradicionais,PR,126.0,1
Povos e Comunidades Tradicionais,PR,127.0,45
Povos e Comunidades Tradicionais,PR,128.0,9
Povos e Comunidades Tradicionais,PR,129.0,6
Povos e Comunidades Tradicionais,PR,130.0,7
Povos e Comunidades Tradicionais,PR,131.0,52
Povos e Comunidades Tradicionais,PR,133.0,2
Povos e Comunidades Tradicionais,PR,134.0,2
Povos e Comunidades Tradicionais,PR,135.0,9
Povos e Comunidades Tradicionais,PR,136.0,14
Povos e Comunidades Tradicionais,PR,137.0,1
Povos e Comunidades Tradicionais,PR,138.0,2
Povos e Comunidades Tradicionais,PR,141.0,50
Povos e Comunidades Tradicionais,PR,142.0,330
Povos e Comunidades Tradicionais,PR,143.0,140
Povos e Comunidades Tradicionais,PR,144.0,35
Povos e Comunidades Tradicionais,PR,145.0,545
Povos e Comunidades Tradicionais,PR,146.0,70
Povos e Comunidades Tradicionais,PR,147.0,336
Povos e Comunidades Tradicionais,PR,148.0,149
Povos e Comunidades Tradicionais,PR,149.0,116
Povos e Comunidades Tradicionais,PR,150.0,96
Povos e Comunidades Tradicionais,PR,151.0,441
Povos e Comunidades Tradicionais,PR,152.0,122
Povos e Comunidades Tradicionais,PR,153.0,89
Povos e Comunidades Tradicionais,PR,154.0,1
Povos e Comunidades Tradicionais,PR,155.0,143
Povos e Comunidades Tradicionais,PR,156.0,91
Povos e Comunidades Tradicionais,PR,157.0,14
Povos e Comunidades Tradicionais,RJ,2.0,1
Povos e Comunidades Tradicionais,RJ,3.0,23
Povos e Comunidades Tradicionais,RJ,4.0,200
Povos e Comunidades Tradicionais,RJ,5.0,70
Povos e Comunidades Tradicionais,RJ,8.0,13
Povos e Comunidades Tradicionais,RJ,11.0,75
Povos e Comunidades Tradicionais,RJ,12.0,103
Povos e Comunidades Tradicionais,RJ,15.0,154
Povos e Comunidades Tradicionais,RJ,16.0,4
Povos e Comunidades Tradicionais,RJ,17.0,1
Povos e Comunidades Tradicionais,RJ,18.0,2
Povos e Comunidades Tradicionais,RJ,22.0,216
Povos e Comunidades Tradicionais,RJ,25.0,47
Povos e Comunidades Tradicionais,RJ,26.0,12
Povos e Comunidades Tradicionais,RJ,29.0,1
Povos e Comunidades Tradicionais,RJ,30.0,8
Povos e Comunidades Tradicionais,RJ,31.0,138
Povos e Comunidades Tradicionais,RJ,32.0,4
Povos e Comunidades Tradicionais,RJ,33.0,163
Povos e Comunidades Tradicionais,RJ,34.0,1
Povos e Comunidades Tradicionais,RJ,35.0,8
Povos e Comunidades Tradicionais,RJ,36.0,3
Povos e Comunidades Tradicionais,RJ,39.0,3
Povos e Comunidades Tradicionais,RJ,40.0,1
Povos e Comunidades Tradicionais,RJ,43.0,6
Povos e Comunidades Tradicionais,RJ,44.0,219
Povos e Comunidades Tradicionais,RJ,45.0,1
Povos e Comunidades Tradicionais,RJ,46.0,1
Povos e Comunidades Tradicionais,RJ,47.0,2
Povos e Comunidades Tradicionais,RJ,50.0,5
Povos e Comunidades Tradicionais,RJ,51.0,1
Povos e Comunidades Tradicionais,RJ,52.0,155
Povos e Comunidades Tradicionais,RJ,53.0,25
Povos e Comunidades Tradicionais,RJ,54.0,1
Povos e Comunidades Tradicionais,RJ,58.0,1
Povos e Comunidades Tradicionais,RJ,60.0,22
Povos e Comunidades Tradicionais,RJ,61.0,2
Povos e Comunidades Tradicionais,RJ,64.0,4
Povos e Comunidades Tradicionais,RJ,65.0,5
Povos e Comunidades Tradicionais,RJ,66.0,67
Povos e Comunidades Tradicionais,RJ,67.0,38
Povos e Comunidades Tradicionais,RJ,68.0,415
Povos e Comunidades Tradicionais,RJ,69.0,197
Povos e Comunidades Tradicionais,RJ,71.0,72
Povos e Comunidades Tradicionais,RJ,72.0,152
Povos e Comunidades Tradicionais,RJ,73.0,174
Povos e Comunidades Tradicionais,RJ,74.0,236
Povos e Comunidades Tradicionais,RJ,75.0,6
Povos e Comunidades Tradicionais,RJ,76.0,3
Povos e Comunidades Tradicionais,RJ,77.0,4
Povos e Comunidades Tradicionais,RJ,78.0,466
Povos e Comunidades Tradicionais,RJ,79.0,397
Povos e Comunidades Tradicionais,RJ,80.0,613
Povos e Comunidades Tradicionais,RJ,81.0,598
Povos e Comunidades Tradicionais,RJ,82.0,552
Povos e Comunidades Tradicionais,RJ,83.0,281
Povos e Comunidades Tradicionais,RJ,84.0,2
Povos e Comunidades Tradicionais,RJ,85.0,868
Povos e Comunidades Tradicionais,RJ,86.0,480
Povos e Comunidades Tradicionais,RJ,87.0,47
Povos e Comunidades Tradicionais,RJ,88.0,83
Povos e Comunidades Tradicionais,RJ,89.0,429
Povos e Comunidades Tradicionais,RJ,90.0,133
Povos e Comunidades Tradicionais,RJ,91.0,1
Povos e Comunidades Tradicionais,RJ,92.0,70
Povos e Comunidades Tradicionais,RJ,93.0,30
Povos e Comunidades Tradicionais,RJ,94.0,206
Povos e Comunidades Tradicionais,RJ,95.0,232
Povos e Comunidades Tradicionais,RJ,96.0,8
Povos e Comunidades Tradicionais,RJ,97.0,8
Povos e Comunidades Tradicionais,RJ,98.0,1
Povos e Comunidades Tradicionais,RJ,99.0,148
Povos e Comunidades Tradicionais,RJ,100.0,209
Povos e Comunidades Tradicionais,RJ,101.0,266
Povos e Comunidades Tradicionais,RJ,102.0,97
Povos e Comunidades Tradicionais,RJ,103.0,160
Povos e Comunidades Tradicionais,RJ,104.0,1
Povos e Comunidades Tradicionais,RJ,106.0,10
Povos e Comunidades Tradicionais,RJ,107.0,20
Povos e Comunidades Tradicionais,RJ,108.0,49
Povos e Comunidades Tradicionais,RJ,109.0,43
Povos e Comunidades Tradicionais,RJ,110.0,11
Povos e Comunidades Tradicionais,RJ,111.0,6
Povos e Comunidades Tradicionais,RJ,112.0,1
Povos e Comunidades Tradicionais,RJ,113.0,12
Povos e Comunidades Tradicionais,RJ,114.0,48
Povos e Comunidades Tradicionais,RJ,115.0,28
Povos e Comunidades Tradicionais,RJ,116.0,125
Povos e Comunidades Tradicionais,RJ,117.0,413
Povos e Comunidades Tradicionais,RJ,118.0,3
Povos e Comunidades Tradicionais,RJ,119.0,2
Povos e Comunidades Tradicionais,RJ,120.0,14
Povos e Comunidades Tradicionais,RJ,121.0,12
Povos e Comunidades Tradicionais,RJ,122.0,27
Povos e Comunidades Tradicionais,RJ,123.0,35
Povos e Comunidades Tradicionais,RJ,124.0,14
Povos e Comunidades Tradicionais,RJ,125.0,1
Povos e Comunidades Tradicionais,RJ,127.0,9
Povos e Comunidades Tradicionais,RJ,128.0,68
Povos e Comunidades Tradicionais,RJ,129.0,90
Povos e Comunidades Tradicionais,RJ,130.0,10
Povos e Comunidades Tradicionais,RJ,131.0,9
Povos e Comunidades Tradicionais,RJ,132.0,3
Povos e Comunidades Tradicionais,RJ,134.0,23
Povos e Comunidades Tradicionais,RJ,135.0,13
Povos e Comunidades Tradicionais,RJ,136.0,63
Povos e Comunidades Tradicionais,RJ,137.0,2
Povos e Comunidades Tradicionais,RJ,138.0,4
Povos e Comunidades Tradicionais,RJ,141.0,7
Povos e Comunidades Tradicionais,RJ,142.0,72
Povos e Comunidades Tradicionais,RJ,143.0,12
Povos e Comunidades Tradicionais,RJ,144.0,25
Povos e Comunidades Tradicionais,RJ,145.0,13
Povos e Comunidades Tradicionais,RJ,146.0,1
Povos e Comunidades Tradicionais,RJ,148.0,10
Povos e Comunidades Tradicionais,RJ,149.0,25
Povos e Comunidades Tradicionais,RJ,150.0,24
